ANO_LETIVO,CODIGO_CIE,CODIGO_INEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,ANOS_INICIAIS,ANOS_FINAIS,ENSINO_MÉDIO
2019,37011,35037011,10207,LESTE 1,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,SAO PAULO,0.0000000000,3.2000000000,1.9200000000
2019,37023,35037023,10210,LESTE 2,HECKEL TAVARES,SAO PAULO,0.0000000000,3.1500000000,1.6000000000
2019,37035,35037035,10210,LESTE 2,ASTROGILDO ARRUDA PROF,SAO PAULO,0.0000000000,0.0000000000,3.4500000000
2019,37047,35037047,10211,LESTE 3,ANISIO TEIXEIRA PROFESSOR,SAO PAULO,4.4800000000,0.0000000000,0.0000000000
2019,37059,35037059,10211,LESTE 3,HUMBERTO DANTAS,SAO PAULO,4.9000000000,0.0000000000,0.0000000000
2019,37060,35037060,10211,LESTE 3,ROCCA DORDALL,SAO PAULO,3.2100000000,3.0900000000,1.4600000000
2019,37072,35037072,10210,LESTE 2,JOAQUIM EUGENIO LIMA NETO,SAO PAULO,4.5000000000,2.8000000000,1.0700000000
2019,37084,35037084,10211,LESTE 3,ERNESTINA DEL BUONO TRAMA PROFESSORA,SAO PAULO,0.0000000000,2.9400000000,1.6200000000
2019,37096,35037096,10210,LESTE 2,COSME DE FARIA MAJOR,SAO PAULO,0.0000000000,2.7700000000,1.4900000000
2019,37102,35037102,10101,NORTE 1,MARTIN EGIDIO DAMY,SAO PAULO,0.0000000000,0.0000000000,1.3700000000
2019,37114,35037114,10706,TABOAO DA SERRA,TADAKIYO SAKAI,EMBU DAS ARTES,0.0000000000,3.9700000000,2.3800000000
2019,37138,35037138,10702,ITAPECERICA DA SERRA,GERTRUDES EDER,ITAPECERICA DA SERRA,0.0000000000,3.0700000000,2.1300000000
2019,37148,35037148,20417,CAMPINAS LESTE,CARLOS ARAUJO PIMENTEL PROFESSOR DOUTOR,CAMPINAS,6.3200000000,0.0000000000,0.0000000000
2019,37151,35037151,20507,RIBEIRAO PRETO,GERALDO CORREIA DE CARVALHO DOUTOR,RIBEIRAO PRETO,0.0000000000,2.3400000000,1.2900000000
2019,37175,35037175,20202,GUARATINGUETA,LUIZ MENEZES PROF,GUARATINGUETA,0.0000000000,2.3300000000,1.7200000000
2019,37205,35037205,20204,PINDAMONHANGABA,IOLANDA VELLUTINI PROFESSORA,PINDAMONHANGABA,0.0000000000,2.7200000000,0.0000000000
2019,37217,35037217,20102,SANTOS,FRANCISCO PAIVA DE FIGUEIREDO PASTOR,GUARUJA,0.0000000000,2.4900000000,1.5800000000
2019,37230,35037230,20208,CARAGUATATUBA,JOSEPHA DE SANT ANNA NEVES PROFESSORA,SAO SEBASTIAO,0.0000000000,0.0000000000,2.5600000000
2019,37242,35037242,20103,SAO VICENTE,SYLVIA DE MELLO PROFESSORA,PRAIA GRANDE,0.0000000000,2.8600000000,1.9100000000
2019,37254,35037254,20103,SAO VICENTE,JOSE CARLOS BRAGA DE SOUZA DOUTOR,ITANHAEM,0.0000000000,4.0600000000,2.5400000000
2019,37266,35037266,10603,SANTO ANDRE,MARIA DE LOURDES GUIMARAES PROFESSORA,SANTO ANDRE,0.0000000000,2.7100000000,1.4700000000
2019,37278,35037278,10602,MAUA,SEBASTIAO VAYEGO DE CARVALHO PROFESSOR,RIO GRANDE DA SERRA,6.1600000000,2.5600000000,1.5500000000
2019,37285,35037285,10601,DIADEMA,JOAO CARLOS GOMES CARDIM PROF,DIADEMA,0.0000000000,3.7500000000,2.2700000000
2019,37291,35037291,10602,MAUA,ARIOVALDO PUPO AMORIM PROFESSOR,MAUA,5.7000000000,3.7700000000,0.0000000000
2019,37308,35037308,10602,MAUA,FLORISBELLA DE CAMPOS WERNECK DONA,MAUA,5.9500000000,0.0000000000,0.0000000000
2019,37312,35037312,10602,MAUA,OLAVO HANSEN,MAUA,0.0000000000,4.3300000000,2.3400000000
2019,37321,35037321,10602,MAUA,MARTA TERESINHA ROSA PROFESSORA,MAUA,0.0000000000,3.6700000000,2.1800000000
2019,37333,35037333,10205,LESTE 5,DUQUE DE CAXIAS,SAO PAULO,5.5400000000,0.0000000000,0.0000000000
2019,37345,35037345,10207,LESTE 1,TIDE SETUBAL,SAO PAULO,0.0000000000,3.0300000000,1.7900000000
2019,37357,35037357,10210,LESTE 2,HENRIQUE SMITH BAYMA DR,SAO PAULO,4.9400000000,3.0200000000,0.9200000000
2019,37369,35037369,10205,LESTE 5,CESAR MARENGO,SAO PAULO,5.3200000000,0.0000000000,0.0000000000
2019,37370,35037370,10205,LESTE 5,FRANCISCO DA COSTA GUEDES ,SAO PAULO,0.0000000000,3.2300000000,2.0400000000
2019,37382,35037382,10104,NORTE 2,ELZA SARAIVA MONTEIRO PROFA,SAO PAULO,4.8900000000,3.0200000000,1.4400000000
2019,37394,35037394,10318,SUL 3,FRANCISCO JOAO DE AZEVEDO PADRE,SAO PAULO,5.7500000000,4.4200000000,0.0000000000
2019,37400,35037400,10314,SUL 2,OSWALD DE ANDRADE,SAO PAULO,5.1500000000,3.5100000000,0.0000000000
2019,37412,35037412,10318,SUL 3,VICENTE DE PAULO DALE COUTINHO GAL EXE,SAO PAULO,5.9200000000,0.0000000000,0.0000000000
2019,37424,35037424,10312,CENTRO OESTE,LOURIVAL GOMES MACHADO PROFESSOR,SAO PAULO,0.0000000000,2.9600000000,1.2200000000
2019,37436,35037436,10312,CENTRO OESTE,ALMEIDA JUNIOR PROFESSOR,SAO PAULO,0.0000000000,2.5100000000,1.5800000000
2019,37448,35037448,10318,SUL 3,LAERTE RAMOS DE CARVALHO PROF DR,SAO PAULO,0.0000000000,4.2600000000,3.2700000000
2019,37459,35037459,10317,SUL 1,LUIZ SIMIONI SOBRINHO PROFESSOR,SAO PAULO,0.0000000000,3.1200000000,2.0600000000
2019,37461,35037461,10317,SUL 1,MESSIAS FREIRE PROFESSOR,SAO PAULO,3.3800000000,3.2100000000,1.0700000000
2019,37473,35037473,10314,SUL 2,SAMUEL MORSE PROFESSOR,SAO PAULO,3.8900000000,2.8000000000,2.0400000000
2019,37497,35037497,10403,GUARULHOS NORTE,BENEDITA DE OLIVEIRA ALE PROFESSORA,GUARULHOS,0.0000000000,4.0000000000,0.0000000000
2019,37503,35037503,10403,GUARULHOS NORTE,FLAVIO XAVIER ARANTES PROFESSOR,GUARULHOS,0.0000000000,3.4800000000,0.0000000000
2019,37515,35037515,10403,GUARULHOS NORTE,FIORAVANTE IERVOLINO,GUARULHOS,6.8600000000,0.0000000000,0.0000000000
2019,37540,35037540,10706,TABOAO DA SERRA,JOAO MARTINS,EMBU DAS ARTES,4.9200000000,3.2200000000,1.7900000000
2019,37552,35037552,10706,TABOAO DA SERRA,CARLOS KOCH DOUTOR,EMBU DAS ARTES,0.0000000000,3.5700000000,3.1800000000
2019,37564,35037564,20306,ITU,BENEDITA DE REZENDE PROFA,SALTO,6.6500000000,0.0000000000,0.0000000000
2019,37576,35037576,20103,SAO VICENTE,ANTONIO LUIZ BARREIROS,SAO VICENTE,6.7000000000,3.7200000000,2.4900000000
2019,37588,35037588,10318,SUL 3,CANDIDO DE OLIVEIRA PROF,SAO PAULO,5.7200000000,0.0000000000,0.0000000000
2019,37597,35037597,10312,CENTRO OESTE,ALCIDES DA COSTA VIDIGAL,SAO PAULO,6.9100000000,0.0000000000,0.0000000000
2019,37606,35037606,10317,SUL 1,HOMERO DOS SANTOS FORTE PROFESSOR,SAO PAULO,5.6600000000,0.0000000000,0.0000000000
2019,37618,35037618,10316,CENTRO SUL,ALVARO DE SOUZA LIMA DOUTOR,SAO PAULO,4.2300000000,1.8500000000,1.0700000000
2019,37624,35037624,10314,SUL 2,CAFE FILHO PRESIDENTE,SAO PAULO,0.0000000000,2.8400000000,1.5300000000
2019,37631,35037631,10402,GUARULHOS SUL,JOCILA PEREIRA GUIMARAES PROFESSORA,GUARULHOS,5.9200000000,0.0000000000,0.0000000000
2019,37643,35037643,10101,NORTE 1,ANTONIO CARLOS FERREIRA NOBRE PROFESSOR,SAO PAULO,0.0000000000,3.8200000000,0.0000000000
2019,37655,35037655,10101,NORTE 1,UBALDO COSTA LEITE DOUTOR,SAO PAULO,0.0000000000,1.8100000000,1.1300000000
2019,37667,35037667,10101,NORTE 1,PAULO NOGUEIRA FILHO,SAO PAULO,5.2400000000,0.0000000000,0.0000000000
2019,37679,35037679,10101,NORTE 1,EDGARD PIMENTEL REZENDE PROFESSOR,SAO PAULO,0.0000000000,2.3500000000,1.3600000000
2019,37680,35037680,10101,NORTE 1,CRISPIM DE OLIVEIRA PROFESSOR,SAO PAULO,4.3500000000,0.0000000000,0.0000000000
2019,37692,35037692,10101,NORTE 1,ANA SIQUEIRA DA SILVA,SAO PAULO,0.0000000000,3.8700000000,3.2600000000
2019,37709,35037709,10101,NORTE 1,CARLOS FREDERICO WERNECK LACERDA JORNALISTA,SAO PAULO,0.0000000000,1.9300000000,1.0200000000
2019,37710,35037710,10101,NORTE 1,MILTON DA SILVA RODRIGUES PROFESSOR,SAO PAULO,0.0000000000,0.0000000000,4.3200000000
2019,37722,35037722,10101,NORTE 1,CACILDA BECKER,SAO PAULO,4.8300000000,0.0000000000,0.0000000000
2019,37734,35037734,10104,NORTE 2,ARLETE TEREZINHA PIZAO PROFA,SAO PAULO,5.0300000000,0.0000000000,0.0000000000
2019,37746,35037746,10102,CENTRO,ORLANDO HORACIO VITA PROFESSOR,SAO PAULO,7.0000000000,0.0000000000,0.0000000000
2019,37758,35037758,10102,CENTRO,DAILY RESENDE FRANCA PROFESSOR,SAO PAULO,6.6300000000,0.0000000000,0.0000000000
2019,37761,35037761,10104,NORTE 2,YOLANDO MALLOZZI,SAO PAULO,5.1800000000,0.0000000000,0.0000000000
2019,37771,35037771,10104,NORTE 2,LUZIA GODOY PROFA,SAO PAULO,6.2700000000,0.0000000000,0.0000000000
2019,37783,35037783,10104,NORTE 2,VERIDIANA CAMACHO CARVALHO GOMES PROFA,SAO PAULO,0.0000000000,3.1800000000,1.7900000000
2019,37795,35037795,10104,NORTE 2,JUSTINO CARDOSO DR,SAO PAULO,0.0000000000,2.7200000000,1.4400000000
2019,37801,35037801,10205,LESTE 5,JOAQUIM GOUVEIA FRANCO JUNIOR DEPUTADO,SAO PAULO,5.4900000000,0.0000000000,0.0000000000
2019,37813,35037813,10208,LESTE 4,DIDIO DA SILVEIRA BALDY PROF,SAO PAULO,5.6700000000,0.0000000000,0.0000000000
2019,37837,35037837,20205,SAO JOSE DOS CAMPOS,LOURDES MARIA DE CAMARGO PROFESSORA,SAO JOSE DOS CAMPOS,5.5400000000,2.6500000000,2.0400000000
2019,37849,35037849,20205,SAO JOSE DOS CAMPOS,JENI DAVI BACHA PROFESSORA,SAO JOSE DOS CAMPOS,5.1500000000,3.8000000000,2.4800000000
2019,37874,35037874,20206,TAUBATE,IGNACIO GIOIA MONSENHOR,SAO LUIZ DO PARAITINGA,0.0000000000,0.0000000000,3.5100000000
2019,37898,35037898,20206,TAUBATE,FELIX GUISARD FILHO DOUTOR,TAUBATE,0.0000000000,0.0000000000,2.4300000000
2019,37916,35037916,20204,PINDAMONHANGABA,TEIXEIRA POMBO COMENDADOR,TREMEMBE,0.0000000000,0.0000000000,2.1100000000
2019,37928,35037928,20401,AMERICANA,SINESIA MARTINI PROFA,AMERICANA,7.6700000000,0.0000000000,0.0000000000
2019,37936,35037936,20401,AMERICANA,IRENE DE ASSIS SAES PROFA,SANTA BARBARA D'OESTE,0.0000000000,4.0000000000,2.8300000000
2019,37941,35037941,20415,SUMARE,CECILIA DE NEGRI PROFESSORA,SUMARE,5.7500000000,2.9700000000,0.0000000000
2019,37965,35037965,20417,CAMPINAS LESTE,MARIO NATIVIDADE DOUTOR,CAMPINAS,0.0000000000,3.5600000000,1.3700000000
2019,37977,35037977,20410,PIRACICABA,HELIO NEHRING PROFESSOR,PIRACICABA,0.0000000000,2.8600000000,2.0100000000
2019,37989,35037989,20410,PIRACICABA,LUCIANO GUIDOTTI COMENDADOR,PIRACICABA,0.0000000000,2.9500000000,2.9100000000
2019,38003,35038003,20601,BAURU,IRACEMA DE CASTRO AMARANTE PROFA,BAURU,3.5600000000,2.9200000000,0.0000000000
2019,38027,35038027,20602,JAU,ALVA FABRI MIRANDA PROFESSORA,PEDERNEIRAS,0.0000000000,4.7900000000,4.0700000000
2019,38064,35038064,20601,BAURU,RUBENS PIETRAROIA,LENCOIS PAULISTA,0.0000000000,3.4000000000,2.1100000000
2019,38076,35038076,21004,OURINHOS,TEREZINHA MARIANO MAGNANI PROFESSORA,ESPIRITO SANTO DO TURVO,0.0000000000,4.1800000000,3.4900000000
2019,38097,35038097,10101,NORTE 1,ITALO BETARELLO,SAO PAULO,0.0000000000,3.5800000000,2.0400000000
2019,38106,35038106,10205,LESTE 5,EDUARDO CARLOS PEREIRA,SAO PAULO,6.5000000000,0.0000000000,0.0000000000
2019,38118,35038118,10210,LESTE 2,ALCEU GUERNER GONZALEZ PROF,SAO PAULO,4.8400000000,0.0000000000,0.0000000000
2019,38124,35038124,10102,CENTRO,MARIA AUGUSTA SARAIVA DOUTORA,SAO PAULO,5.3100000000,4.2300000000,0.0000000000
2019,38131,35038131,10312,CENTRO OESTE,AUGUSTO DO AMARAL DEPUTADO,SAO PAULO,0.0000000000,4.9900000000,0.0000000000
2019,38143,35038143,10316,CENTRO SUL,CAETANO DE CAMPOS,SAO PAULO,4.3100000000,2.9100000000,1.9100000000
2019,38155,35038155,10316,CENTRO SUL,RUBENS DO AMARAL DEPUTADO,SAO PAULO,8.1800000000,0.0000000000,0.0000000000
2019,38167,35038167,10316,CENTRO SUL,JOSE MARIA WHITAKER DOUTOR,SAO PAULO,0.0000000000,0.0000000000,2.3200000000
2019,38179,35038179,10316,CENTRO SUL,CARLOS PASQUALE PROFESSOR,SAO PAULO,4.2900000000,2.6400000000,0.0000000000
2019,38180,35038180,10317,SUL 1,ARTHUR WOLFF NETTO PROFESSOR,SAO PAULO,5.1700000000,0.0000000000,0.0000000000
2019,38209,35038209,10317,SUL 1,MIGUEL ROQUE PROFESSOR,SAO PAULO,5.1700000000,0.0000000000,0.0000000000
2019,38210,35038210,10317,SUL 1,SALVADOR MOYA,SAO PAULO,0.0000000000,3.2200000000,1.7500000000
2019,38222,35038222,10314,SUL 2,JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR,SAO PAULO,4.5800000000,0.0000000000,0.0000000000
2019,38234,35038234,10317,SUL 1,VICENTE RAO PROFESSOR,SAO PAULO,0.0000000000,2.0500000000,1.1600000000
2019,38246,35038246,10314,SUL 2,EURICO GASPAR DUTRA MARECHAL,SAO PAULO,7.2700000000,0.0000000000,0.0000000000
2019,38258,35038258,10317,SUL 1,FRANCISCO DE PAULA CONCEICAO JUNIOR PROFESSOR,SAO PAULO,5.3200000000,3.0500000000,1.5900000000
2019,38261,35038261,10318,SUL 3,ADRIAO BERNARDES PROF,SAO PAULO,5.1800000000,3.2700000000,1.8900000000
2019,38271,35038271,10318,SUL 3,CALLIA MAESTRO,SAO PAULO,4.9000000000,3.2100000000,1.4800000000
2019,38283,35038283,10318,SUL 3,JOAQUIM ALVARES CRUZ PROF,SAO PAULO,0.0000000000,2.7600000000,1.8600000000
2019,38295,35038295,10314,SUL 2,JOSE LINS DO REGO,SAO PAULO,0.0000000000,0.0000000000,2.1000000000
2019,38301,35038301,10318,SUL 3,MARIA LUIZA DE ANDRADE MARTINS ROQUE PROFA,SAO PAULO,0.0000000000,2.6600000000,1.1800000000
2019,38313,35038313,10318,SUL 3,VERA ATHAYDE PEREIRA PROFA,SAO PAULO,0.0000000000,3.0300000000,1.3700000000
2019,38325,35038325,10401,CAIEIRAS,DR. NELSON MANZANARES,CAIEIRAS,0.0000000000,4.4400000000,0.0000000000
2019,38337,35038337,10401,CAIEIRAS,ANA MARIA GARRIDO ORLANDIN PROFA,CAJAMAR,0.0000000000,3.1900000000,1.9000000000
2019,38349,35038349,10401,CAIEIRAS,ROGERIO LEVORIN PROF,FRANCISCO MORATO,0.0000000000,3.3900000000,1.8000000000
2019,38362,35038362,10402,GUARULHOS SUL,BARTHOLOMEU DE CARLOS,GUARULHOS,0.0000000000,3.1800000000,2.2100000000
2019,38374,35038374,10402,GUARULHOS SUL,ALBERTO BACAN PROFESSOR,GUARULHOS,0.0000000000,2.9500000000,1.5900000000
2019,38386,35038386,20207,JACAREI,HYEROCLIO ELOY PESSOA BARROS,SANTA ISABEL,0.0000000000,4.9100000000,2.2800000000
2019,38398,35038398,20207,JACAREI,IVAN BRASIL,GUARAREMA,0.0000000000,2.9500000000,2.8300000000
2019,38428,35038428,10503,ITAQUAQUECETUBA,ERVIN HORVATH DOUTOR,ITAQUAQUECETUBA,6.6900000000,2.6800000000,1.2400000000
2019,38453,35038453,10602,MAUA,JOAO PAULO II,MAUA,0.0000000000,4.6700000000,3.2900000000
2019,38465,35038465,10602,MAUA,JOAO PAULINO DE FARIA JUNIOR PROFESSOR,MAUA,7.7400000000,0.0000000000,0.0000000000
2019,38477,35038477,10602,MAUA,MARLI RAIA REIS PROFESSORA,RIBEIRAO PIRES,5.4900000000,5.3200000000,0.0000000000
2019,38489,35038489,10603,SANTO ANDRE,SIMAO SALEM REVERENDO,SANTO ANDRE,5.5600000000,0.0000000000,0.0000000000
2019,38490,35038490,10603,SANTO ANDRE,CELESTINO BOURROUL PROFESSOR,SANTO ANDRE,4.4200000000,0.0000000000,0.0000000000
2019,38519,35038519,10606,SAO BERNARDO DO CAMPO,MARIA CRISTINA SCHMIDT MIRANDA PROFESSORA,SAO BERNARDO DO CAMPO,0.0000000000,3.4900000000,1.8100000000
2019,38532,35038532,10701,CARAPICUIBA,DIDITA CARDOSO ALVES PROFESSORA,CARAPICUIBA,5.8400000000,0.0000000000,0.0000000000
2019,38544,35038544,10701,CARAPICUIBA,SALOMAO JORGE DEPUTADO,CARAPICUIBA,0.0000000000,3.1700000000,2.9400000000
2019,38556,35038556,10701,CARAPICUIBA,RICARDO ANTONIO PECCHIO PROFESSOR,CARAPICUIBA,4.8900000000,0.0000000000,0.0000000000
2019,38568,35038568,10701,CARAPICUIBA,ODETTE ALGODOAL LANZARA PROFESSORA,CARAPICUIBA,0.0000000000,2.1000000000,1.3000000000
2019,38581,35038581,10706,TABOAO DA SERRA,ALEXANDRINA BASSITH,EMBU DAS ARTES,0.0000000000,3.1200000000,1.7700000000
2019,38600,35038600,10706,TABOAO DA SERRA,JACQUES KLEIN,EMBU DAS ARTES,5.4200000000,2.6600000000,1.8000000000
2019,38647,35038647,10704,OSASCO,JOSE GERALDO VIEIRA,OSASCO,0.0000000000,0.0000000000,4.5200000000
2019,38684,35038684,10704,OSASCO,GASTAO RAMOS PROFESSOR,OSASCO,0.0000000000,3.6000000000,2.4200000000
2019,38702,35038702,10704,OSASCO,ANTONIO DE ALMEIDA JUNIOR,OSASCO,0.0000000000,2.1900000000,1.3000000000
2019,38726,35038726,10704,OSASCO,TARSILA DO AMARAL,OSASCO,0.0000000000,2.2100000000,1.3500000000
2019,38738,35038738,10704,OSASCO,FRANCISCO MATARAZZO SOBRINHO,OSASCO,0.0000000000,3.0400000000,2.0900000000
2019,38751,35038751,20208,CARAGUATATUBA,SUELI APARECIDA FIGUEIRA DOS SANTOS PROFESSORA,UBATUBA,0.0000000000,3.2300000000,2.1600000000
2019,38763,35038763,20208,CARAGUATATUBA,DIONISIA BUENO VELLOSO PROFESSORA,UBATUBA,0.0000000000,2.8500000000,1.3300000000
2019,38775,35038775,20102,SANTOS,DOMINGOS DE SOUZA PREFEITO,GUARUJA,0.0000000000,4.4400000000,3.1100000000
2019,38805,35038805,20102,SANTOS,JOAO OCTAVIO DOS SANTOS,SANTOS,5.0800000000,3.2400000000,2.0200000000
2019,38830,35038830,20103,SAO VICENTE,OTTONIEL JUNQUEIRA PROFESSOR,PERUIBE,0.0000000000,4.1600000000,2.3100000000
2019,38842,35038842,20103,SAO VICENTE,LUIZ D AUREA PROFESSOR,SAO VICENTE,0.0000000000,3.0500000000,2.2000000000
2019,38866,35038866,20301,APIAI,SYLVIA NOEMIA DE ALBUQUERQUE MARTINS PROFA,APIAI,4.7100000000,3.5600000000,2.0500000000
2019,38878,35038878,20301,APIAI,JOAO PEDRO DO NASCIMENTO PROF,APIAI,4.5800000000,3.0800000000,2.7300000000
2019,38885,35038885,20301,APIAI,ABDIEL LOPES MONTEIRO PROF,RIBEIRAO BRANCO,0.0000000000,2.6300000000,2.0900000000
2019,38908,35038908,20302,AVARE,MARIA IZABEL CRUZ PIMENTEL DONA,AVARE,0.0000000000,3.6000000000,1.5000000000
2019,38921,35038921,20304,ITAPETININGA,SADAMITA IVASSAKI,SAO MIGUEL ARCANJO,0.0000000000,3.8700000000,3.2500000000
2019,38945,35038945,20306,ITU,BENEDITO LAZARO DE CAMPOS DR,ITU,0.0000000000,3.3400000000,1.6100000000
2019,38957,35038957,20308,SOROCABA,JORDINA AMARAL ARRUDA PROFESSORA,SOROCABA,0.0000000000,2.6400000000,1.4100000000
2019,38970,35038970,20409,MOGI MIRIM,CLEIDE DA FONSECA FERREIRA PROFA,MOGI GUACU,0.0000000000,3.0400000000,3.0700000000
2019,38982,35038982,20501,ARARAQUARA,ANTONIO DOS SANTOS PROF,ARARAQUARA,0.0000000000,3.7200000000,2.6000000000
2019,39007,35039007,20504,FRANCA,PEDRO NUNES ROCHA PROF,FRANCA,0.0000000000,4.4000000000,3.0500000000
2019,39019,35039019,20509,SAO CARLOS,ANDRELINO VIEIRA PROFESSOR,SAO CARLOS,5.4900000000,0.0000000000,0.0000000000
2019,39056,35039056,21101,MIRACATU,ELVIRA SILVA PROFESSORA,IGUAPE,0.0000000000,3.5400000000,3.8700000000
2019,39093,35039093,10208,LESTE 4,JULIETA TERLIZZI BINDO PROFA,SAO PAULO,5.3200000000,0.0000000000,0.0000000000
2019,39100,35039100,10205,LESTE 5,GASTAO STRANG PROFESSOR,SAO PAULO,6.0500000000,0.0000000000,0.0000000000
2019,39111,35039111,10205,LESTE 5,JAIME CORTESAO,SAO PAULO,6.5000000000,0.0000000000,0.0000000000
2019,39123,35039123,10210,LESTE 2,CHARLES DE GAULLE,SAO PAULO,0.0000000000,2.8800000000,1.3600000000
2019,39135,35039135,10210,LESTE 2,DULCE LEITE DA SILVA PROFA,SAO PAULO,6.8200000000,0.0000000000,0.0000000000
2019,39147,35039147,10316,CENTRO SUL,MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA,SAO PAULO,0.0000000000,2.7100000000,2.4600000000
2019,39159,35039159,10318,SUL 3,ROBERTO MANGE,SAO PAULO,0.0000000000,3.2500000000,1.7500000000
2019,39172,35039172,10318,SUL 3,ANA LUIZA FLORENCE BORGES PROFA,SAO PAULO,0.0000000000,3.0200000000,2.1100000000
2019,39184,35039184,10403,GUARULHOS NORTE,ROBERTA MARIA LOPES CHAVES PROFESSORA,GUARULHOS,0.0000000000,3.4700000000,0.0000000000
2019,39196,35039196,10704,OSASCO,HORACIO QUAGLIO PROFESSOR,OSASCO,0.0000000000,2.5600000000,2.0500000000
2019,39202,35039202,20409,MOGI MIRIM,ZENAIDE FRANCO DE FARIA MELLO PROFA,MOGI GUACU,0.0000000000,2.4300000000,2.5800000000
2019,39214,35039214,10205,LESTE 5,MAXIMO RIBEIRO NUNES PROFESSOR,SAO PAULO,4.4400000000,0.0000000000,0.0000000000
2019,39226,35039226,10104,NORTE 2,LUIZ LAZARO ZAMENHOF DR,SAO PAULO,5.4900000000,0.0000000000,0.0000000000
2019,39238,35039238,10207,LESTE 1,LUCIO DE CARVALHO MARQUES PROFESSOR,SAO PAULO,7.2600000000,0.0000000000,0.0000000000
2019,39248,35039248,10208,LESTE 4,QUINTILIANO JOSE SITRANGULO PROF,SAO PAULO,4.3600000000,3.1100000000,1.2000000000
2019,39251,35039251,10211,LESTE 3,CARLOS HENRIQUE LIBERALLI PROFESSOR,SAO PAULO,4.1600000000,3.0200000000,1.6100000000
2019,39263,35039263,10208,LESTE 4,CHIBATA MIYAKOSHI,SAO PAULO,0.0000000000,2.3400000000,1.5200000000
2019,39275,35039275,10317,SUL 1,HERMANO RIBEIRO DA SILVA,SAO PAULO,5.3800000000,0.0000000000,0.0000000000
2019,39287,35039287,10317,SUL 1,AYRES NETO DOUTOR,SAO PAULO,0.0000000000,2.9600000000,1.5100000000
2019,39299,35039299,10317,SUL 1,IBRAHIM NOBRE,SAO PAULO,0.0000000000,0.0000000000,3.7900000000
2019,39305,35039305,10317,SUL 1,JOAO ERNESTO DE SOUZA CAMPOS PROFESSOR,SAO PAULO,5.7200000000,0.0000000000,0.0000000000
2019,39317,35039317,10317,SUL 1,FRANCISCO BRASILIENSE FUSCO DOUTOR,SAO PAULO,4.2100000000,3.1300000000,1.6000000000
2019,39329,35039329,10601,DIADEMA,HOMERO SILVA,DIADEMA,0.0000000000,2.9900000000,1.6500000000
2019,39330,35039330,20401,AMERICANA,MARIA JOSE MARGATO BROCATTO PROFA,SANTA BARBARA D'OESTE,0.0000000000,3.8900000000,2.4900000000
2019,39342,35039342,10101,NORTE 1,JOSE OSCAR ABREU SAMPAIO,SAO PAULO,5.7900000000,3.3400000000,2.0500000000
2019,39354,35039354,10208,LESTE 4,VICTORIO AMERICO FONTANA PROF,SAO PAULO,5.5900000000,0.0000000000,0.0000000000
2019,39366,35039366,10207,LESTE 1,NELLO LORENZON,SAO PAULO,0.0000000000,2.4600000000,1.4200000000
2019,39378,35039378,10316,CENTRO SUL,MELVIN JONES,SAO PAULO,5.5000000000,0.0000000000,0.0000000000
2019,39385,35039385,10318,SUL 3,BENEDITO FERREIRA DE ALBUQUERQUE PROF,SAO PAULO,4.3700000000,2.7600000000,1.2400000000
2019,39391,35039391,10318,SUL 3,REGINA MIRANDA BRANT DE CARVALHO PROFA,SAO PAULO,5.3800000000,3.4000000000,3.1200000000
2019,39408,35039408,10314,SUL 2,ELYO FERREIRA DE CASTRO PROFESSOR,SAO PAULO,4.9200000000,0.0000000000,0.0000000000
2019,39445,35039445,10401,CAIEIRAS,OZILDE ALBUQUERQUE PASSARELLA DR,MAIRIPORA,0.0000000000,3.1800000000,1.4400000000
2019,39457,35039457,20207,JACAREI,GERALDO BARBOSA DE ALMEIDA PREFEITO,ARUJA,0.0000000000,2.9700000000,1.4100000000
2019,39469,35039469,10403,GUARULHOS NORTE,SERAPHINA RENZI MARTELLO,GUARULHOS,4.4900000000,0.0000000000,0.0000000000
2019,39500,35039500,10601,DIADEMA,LIVIO MARCOS GUERCIA PROFESSOR,DIADEMA,5.3000000000,0.0000000000,0.0000000000
2019,39512,35039512,10601,DIADEMA,OLGA FONSECA PROFESSORA,DIADEMA,5.8000000000,0.0000000000,0.0000000000
2019,39524,35039524,10601,DIADEMA,TRISTAO DE ATHAYDE,DIADEMA,7.6600000000,0.0000000000,0.0000000000
2019,39536,35039536,10603,SANTO ANDRE,JULIO PIGNATARI DOUTOR,SANTO ANDRE,4.0600000000,0.0000000000,0.0000000000
2019,39548,35039548,10606,SAO BERNARDO DO CAMPO,VLADIMIR HERZOG JORNALISTA,SAO BERNARDO DO CAMPO,0.0000000000,3.0300000000,2.5500000000
2019,39559,35039559,20208,CARAGUATATUBA,MARIO TROMBINI COMENDADOR,CARAGUATATUBA,0.0000000000,3.4800000000,2.2800000000
2019,39597,35039597,20207,JACAREI,BENEDITA FREIRE DE MACEDO DONA,JACAREI,0.0000000000,2.5800000000,2.2400000000
2019,39639,35039639,20207,JACAREI,OLIVIA DO AMARAL SANTOS CANETTIERI PROFA,JACAREI,0.0000000000,2.8200000000,1.3900000000
